Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/kofu/isbns,829,0,750.0,789.3506478745479,546.2734699999992,1451.020745000008,12500001.0,6.324071015494192,0.0,750,790,830,860,960,1100,1200,1300,1500,1500,1500
,Aggregated,829,0,750.0,789.3506478745479,546.2734699999992,1451.020745000008,12500001.0,6.324071015494192,0.0,750,790,830,860,960,1100,1200,1300,1500,1500,1500
