Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/non/isbns,770,0,790.0,816.8799184857144,612.875767999995,1361.797356000011,12500001.0,6.106485833389004,0.0,790,850,900,940,1000,1100,1200,1300,1400,1400,1400
,Aggregated,770,0,790.0,816.8799184857144,612.875767999995,1361.797356000011,12500001.0,6.106485833389004,0.0,790,850,900,940,1000,1100,1200,1300,1400,1400,1400
