Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1635704652,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1635704653,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1635704654,200,,Aggregated,0.000000,0.000000,1600,1700,1700,1700,1700,1800,1800,1800,1900,1900,1900,120,0,1600.0,1431.3147924250006,102.79068200000019,1869.341736,250001.0
1635704655,300,,Aggregated,0.000000,0.000000,1500,1600,1600,1700,1700,1800,1800,1900,2200,2200,2200,257,0,1500.0,1324.145680447471,102.79068200000019,2190.3263420000003,250001.0
1635704656,400,,Aggregated,1.000000,0.000000,1400,1600,1700,1700,1700,1800,2100,2100,2200,2200,2200,422,0,1400.0,1335.7204275805689,102.79068200000019,2215.1695999999997,250001.0
1635704657,500,,Aggregated,46.666667,0.000000,1500,1700,1800,1900,2200,2300,2600,2700,2800,2800,2800,586,0,1500.0,1497.6349329300347,102.79068200000019,2824.8279479999997,250001.0
1635704658,600,,Aggregated,73.250000,0.000000,1600,1800,2000,2100,2400,2600,2800,3000,3400,3400,3400,751,0,1600.0,1627.9025733169108,102.79068200000019,3389.7866040000004,250001.0
1635704659,700,,Aggregated,91.000000,0.000000,1700,2000,2200,2300,2800,3100,3200,3400,3500,3500,3500,944,0,1700.0,1775.2958883305073,102.79068200000019,3526.0880570000004,250001.0
1635704660,800,,Aggregated,105.833333,0.000000,1800,2200,2400,2700,3100,3300,3500,3600,3900,3900,3900,1123,0,1800.0,1929.2666293312534,102.79068200000019,3916.8290170000005,250001.0
1635704661,900,,Aggregated,114.714286,0.000000,1900,2300,2700,2900,3400,3800,4100,4400,4800,4900,4900,1319,0,1900.0,2080.094704937071,102.79068200000019,4860.499299000001,250001.0
1635704662,1000,,Aggregated,118.000000,0.000000,2100,2600,3000,3200,3700,4100,4500,4800,5900,5900,5900,1546,0,2100.0,2254.3045875219905,102.79068200000019,5893.16201,250001.0
1635704663,1100,,Aggregated,128.777778,0.000000,2300,3000,3300,3600,4400,4800,5600,5800,6000,6500,6500,1776,0,2300.0,2536.5010016289352,102.79068200000019,6473.298801,250001.0
1635704664,1200,,Aggregated,132.500000,0.000000,2400,3100,3400,3600,4400,4800,5500,5700,6000,6500,6500,1919,0,2400.0,2589.0737634429333,102.79068200000019,6473.298801,250001.0
