Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/non/small/isbns,12673,0,5700.0,6998.375335624552,102.79068200000019,46200.058303,250001.0,200.2252650084304,0.0,5700,6700,7400,8000,9600,25000,27000,28000,43000,46000,46000
,Aggregated,12673,0,5700.0,6998.375335624552,102.79068200000019,46200.058303,250001.0,200.2252650084304,0.0,5700,6700,7400,8000,9600,25000,27000,28000,43000,46000,46000
