Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/non/isbns,340,0,5700.0,5692.340171302944,4646.606663999998,7051.958898000003,12500001.0,4.981023336374312,0.0,5800,5800,6000,6000,6200,6200,6300,6300,7100,7100,7100
,Aggregated,340,0,5700.0,5692.340171302944,4646.606663999998,7051.958898000003,12500001.0,4.981023336374312,0.0,5800,5800,6000,6000,6200,6200,6300,6300,7100,7100,7100
