Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/non/isbns,1160,0,6400.0,6481.410386833627,3180.9643029999997,8372.433215000001,12500001.0,4.5781072880830695,0.0,6400,6600,6900,7100,7600,7900,8200,8300,8400,8400,8400
,Aggregated,1160,0,6400.0,6481.410386833627,3180.9643029999997,8372.433215000001,12500001.0,4.5781072880830695,0.0,6400,6600,6900,7100,7600,7900,8200,8300,8400,8400,8400
