Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1635841019,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1635841020,2000,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1635841021,2000,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1635841022,2000,,Aggregated,0.000000,0.000000,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3,0,2887.896532,2885.2857610000005,2882.895022,2887.896532,1251.0
1635841023,2000,,Aggregated,0.000000,0.000000,3600,3600,3600,3700,3700,3700,3700,3800,3800,3800,3800,836,0,3600.0,3315.816688629187,893.3318559999997,3790.562448,1251.0
1635841024,2000,,Aggregated,0.000000,0.000000,3300,3500,3500,3600,3700,3700,3700,3700,3800,3800,3800,1771,0,3300.0,3164.441543550534,868.2196040000001,3790.562448,1251.0
1635841025,2000,,Aggregated,40.750000,0.000000,3300,3400,3500,3600,3700,3700,3700,3800,4200,4200,4200,1907,0,3300.0,3070.13997438909,868.2196040000001,4168.943155,1251.0
1635841026,2000,,Aggregated,352.400000,0.000000,2100,3200,3300,3400,3600,3700,3700,3800,5300,5300,5300,3484,0,2100.0,2441.7535358277837,868.2196040000001,5323.81143,1251.0
1635841027,2000,,Aggregated,306.500000,0.000000,2100,3100,3300,3400,3600,3700,3700,4100,6600,6600,6600,3566,0,2100.0,2438.409740169378,868.2196040000001,6620.421684,1251.0
1635841028,2000,,Aggregated,494.142857,0.000000,2100,3100,3300,3400,3600,3700,3700,4100,6600,6600,6600,3703,0,2100.0,2435.976653246286,868.2196040000001,6620.421684,1251.0
1635841029,2000,,Aggregated,435.875000,0.000000,2200,2700,3100,3200,3500,3600,3700,5000,8400,8400,8400,5227,0,2200.0,2419.141110357179,868.2196040000001,8385.199227,1251.0
1635841030,2000,,Aggregated,403.777778,0.000000,2200,2700,3100,3200,3500,3600,3700,5300,9600,9600,9600,5326,0,2200.0,2422.4611457977803,868.2196040000001,9627.612036,1251.0
1635841031,2000,,Aggregated,520.000000,0.000000,2100,2500,2700,3100,3500,3600,3700,5000,11000,11000,11000,6689,0,2100.0,2350.9695572067526,868.2196040000001,10674.706463999999,1251.0
1635841032,2000,,Aggregated,523.600000,0.000000,2100,2500,2700,3100,3500,3600,3700,5300,11000,11000,11000,7018,0,2100.0,2326.2065645011367,868.2196040000001,11079.076389999998,1251.0
1635841033,2000,,Aggregated,539.400000,0.000000,2100,2400,2700,3100,3500,3600,3700,6600,12000,13000,13000,7119,0,2100.0,2336.6625778532057,868.2196040000001,12520.857861,1251.0
1635841034,2000,,Aggregated,700.500000,0.000000,2100,2400,2600,2700,3300,3600,3700,6600,14000,14000,14000,8659,0,2100.0,2311.096132701133,868.2196040000001,13617.942436,1251.0
1635841035,2000,,Aggregated,685.500000,0.000000,2100,2400,2600,2700,3300,3600,3700,6600,14000,14000,14000,8833,0,2100.0,2310.8302872756826,868.2196040000001,13999.3918,1251.0
1635841036,2000,,Aggregated,542.500000,0.000000,2000,2300,2600,2700,3300,3600,3700,8000,15000,15000,15000,9116,0,2000.0,2310.310273491454,868.2196040000001,15157.052539,1251.0
1635841037,2000,,Aggregated,698.500000,0.000000,2000,2200,2500,2600,3300,3600,3700,8400,16000,16000,16000,10672,0,2000.0,2254.5032149452004,868.2196040000001,16467.699194,1251.0
1635841038,2000,,Aggregated,548.600000,0.000000,2000,2200,2500,2600,3300,3600,3700,9600,18000,18000,18000,10816,0,2000.0,2262.927442275349,868.2196040000001,17670.950728,1251.0
1635841039,2000,,Aggregated,681.000000,0.000000,1900,2100,2400,2500,3200,3600,3700,9600,18000,19000,19000,12534,0,1900.0,2197.4615162489367,868.2196040000001,18698.336927,1251.0
1635841040,2000,,Aggregated,704.700000,0.000000,1900,2100,2300,2500,3200,3600,3700,11000,19000,20000,20000,12640,0,1900.0,2206.144435434507,868.2196040000001,19957.346393000003,1251.0
1635841041,2000,,Aggregated,574.000000,0.000000,1900,2100,2300,2500,3200,3500,3700,11000,20000,21000,21000,13408,0,1900.0,2211.395376208398,868.2196040000001,20835.969743,1251.0
1635841042,2000,,Aggregated,731.700000,0.000000,1900,2100,2200,2400,3100,3500,3700,11000,21000,21000,21000,14476,0,1900.0,2173.5904624625064,868.2196040000001,21199.799633000002,1251.0
1635841043,2000,,Aggregated,732.000000,0.000000,1900,2100,2200,2400,3100,3500,3700,11000,21000,22000,22000,14689,0,1900.0,2182.4882204301343,868.2196040000001,22453.005378,1251.0
1635841044,2000,,Aggregated,743.100000,0.000000,1900,2000,2200,2300,3000,3500,3700,12000,23000,24000,24000,16395,0,1900.0,2158.2051438429585,868.2196040000001,23608.730471000003,1251.0
1635841045,2000,,Aggregated,745.800000,0.000000,1900,2000,2200,2300,3000,3500,3700,13000,24000,25000,25000,16541,0,1900.0,2168.391624679059,868.2196040000001,24802.018587,1251.0
1635841046,2000,,Aggregated,769.100000,0.000000,1800,2000,2100,2200,2900,3400,3700,12000,25000,26000,26000,18259,0,1800.0,2137.404308462297,868.2196040000001,25691.838033,1251.0
1635841047,2000,,Aggregated,759.000000,0.000000,1800,2000,2100,2200,2900,3400,3700,14000,26000,26000,26000,18403,0,1800.0,2145.428312344949,868.2196040000001,26040.908989,1251.0
1635841048,2000,,Aggregated,765.200000,0.000000,1800,2000,2100,2200,2800,3400,3700,14000,26000,27000,27000,18706,0,1800.0,2154.034087960503,868.2196040000001,27259.581750999998,1251.0
1635841049,2000,,Aggregated,807.800000,0.000000,1800,2000,2100,2200,2700,3400,3700,14000,26000,28000,28000,20394,0,1800.0,2126.7810199644605,868.2196040000001,28160.157482,1251.0
1635841050,2000,,Aggregated,777.800000,0.000000,1800,2000,2100,2200,2700,3400,3700,14000,26000,28000,28000,20589,0,1800.0,2121.8374275184424,868.2196040000001,28160.157482,1251.0
1635841051,2000,,Aggregated,807.200000,0.000000,1800,2000,2100,2100,2600,3300,3700,11000,26000,28000,28000,22374,0,1800.0,2079.615364897835,868.2196040000001,28160.157482,1251.0
