Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/non/isbns,995,0,5400.0,4883.054089242212,288.930423,6654.081318999999,12500001.0,5.559520810575956,0.0,5400,5500,5500,5500,5600,6100,6400,6600,6700,6700,6700
,Aggregated,995,0,5400.0,4883.054089242212,288.930423,6654.081318999999,12500001.0,5.559520810575956,0.0,5400,5500,5500,5500,5600,6100,6400,6600,6700,6700,6700
