Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/small/isbns,9940,1,13000.0,11008.608402063966,150.08137499999964,32279.658615000004,249975.8489939638,151.11352043829254,0.015202567448520376,13000,14000,15000,15000,16000,17000,19000,21000,27000,32000,32000
,Aggregated,9940,1,13000.0,11008.608402063966,150.08137499999964,32279.658615000004,249975.8489939638,151.11352043829254,0.015202567448520376,13000,14000,15000,15000,16000,17000,19000,21000,27000,32000,32000
