Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/small/isbns,184371,1,1600.0,1622.1735984177537,10.581208000000064,16997.592459999993,1250.9932147680493,610.3084944086121,0.0033102195812172853,1600,2200,2400,2500,2700,2900,3400,4100,16000,17000,17000
,Aggregated,184371,1,1600.0,1622.1735984177537,10.581208000000064,16997.592459999993,1250.9932147680493,610.3084944086121,0.0033102195812172853,1600,2200,2400,2500,2700,2900,3400,4100,16000,17000,17000
