Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/kofu/small/isbns,223590,1,1100.0,1350.660555933278,9.396310999999935,20628.36420299999,1250.994404937609,741.0082976157314,0.0033141388148652954,1100,1600,1800,2100,2500,3000,3800,4900,13000,20000,21000
,Aggregated,223590,1,1100.0,1350.660555933278,9.396310999999935,20628.36420299999,1250.994404937609,741.0082976157314,0.0033141388148652954,1100,1600,1800,2100,2500,3000,3800,4900,13000,20000,21000
