Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/non/small/isbns,201365,1,1300.0,1501.2702242166954,10.677839999999827,18335.031926,1250.9937874009884,667.9860743241554,0.0033172898682698355,1300,1800,2100,2300,2700,3100,3900,4600,15000,16000,18000
,Aggregated,201365,1,1300.0,1501.2702242166954,10.677839999999827,18335.031926,1250.9937874009884,667.9860743241554,0.0033172898682698355,1300,1800,2100,2300,2700,3100,3900,4600,15000,16000,18000
