Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Requests/s
GET,/api/kofu/small/isbns,488189,0,1700.0,1663.5698557514636,868.2196040000001,28160.157482,812.7795532454088
GET,/api/traditional/non/small/isbns,459502,0,1700.0,1810.3353489623726,319.1146300000014,76340.247267,765.9678731389113
GET,/api/traditional/small/isbns,462978,0,1700.0,1768.4598885850269,304.2018510000162,46094.92280300003,770.7296145412935
