Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/isbns,759,0,11000.0,9835.651150335967,299.5729990000002,17450.308521999992,12500001.0,4.22794113199913,0.0,11000,11000,12000,13000,14000,16000,17000,17000,17000,17000,17000
,Aggregated,759,0,11000.0,9835.651150335967,299.5729990000002,17450.308521999992,12500001.0,4.22794113199913,0.0,11000,11000,12000,13000,14000,16000,17000,17000,17000,17000,17000
