Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/traditional/isbns,722,0,820.0,859.8941837396113,657.9111329999954,1835.6466919999991,12500001.0,5.790767524134753,0.0,820,840,870,900,1000,1100,1600,1700,1800,1800,1800
,Aggregated,722,0,820.0,859.8941837396113,657.9111329999954,1835.6466919999991,12500001.0,5.790767524134753,0.0,820,840,870,900,1000,1100,1600,1700,1800,1800,1800
